lat,lon,counts
20.9216667,-89.4941667,1
21.1539155,-101.6240452,1
21.2049272,-101.6788039,2
21.5381431,-105.18387835294484,1
21.5765572,-78.2783657,1
21.7242279,-79.61029160341708,1
21.8988826,-103.89349711119826,2
21.9765884,-98.9702262,1
22.0278762,-101.8448309,1
22.1757605,113.5514142,1
22.2793278,114.1628131,1
22.3197491,114.1693644,1
22.5000001,-100.4949145,1
22.5445741,114.0545429,1
22.5854043,-83.248131,2
22.616537,-83.709023,1
22.7568166,-102.32171320439627,1
22.8070171,-83.0186981,1
23.0131338,-80.8328748,1
23.1102636,112.99801241836543,1
23.1357658,-82.3496385,1
23.2313053,-106.4153144,1
23.6710956,-104.0281241,5
23.8510753,71.8892475,1
24.0090802,-104.6668928,1
24.163162,120.6478282,1
24.24936125,73.48728227026494,1
24.35146585,-111.5040154383004,1
24.5647667,120.8205167,1
24.833333,-104.833333,2
24.9290266,55.020876766666674,1
24.9929995,121.3010003,1
25.07226045,-106.54299973344696,1
25.10382153409091,55.187268706180525,1
25.2653471,55.2924914,1
25.4380044,56.3426968,1
25.64624565,-100.12021753859808,1
25.693108,-100.2481628,1
25.7431481,-100.1899997,1
25.7561647,112.72964,1
25.7741728,-80.19362,1
25.7989756,-100.1714773,1
25.8195424,-80.3553302,1
25.8332103,114.9287362,1
25.9825093,-80.3234233843979,1
26.0014675,-98.2340524,1
26.0718525,-103.4039251,1
26.9342246,-80.0942087,1
26.9389605,-82.02886531623884,1
27.3364279,-112.2680462,1
27.4547673,-109.907535,1
27.5236998,-99.497352,2
27.6995215,111.9890658,1
27.7527731,-15.5970832,2
27.7995381,-15.4608266,1
27.8401011,-15.4445334,2
27.854761250000003,-15.399057986604143,1
27.8607277,-15.7167485,1
27.8771147,-110.8702369,1
27.8871961,-15.56384,1
27.9049541,-15.4445131,1
27.9183781,-15.4357949,1
27.9580004,-15.6062305376665,1
27.9619072,-15.5719455,1
27.9813108,-15.4242731,2
27.9814161,-15.4030325,1
27.9827393,-15.779715,1
27.988074,-15.3762647,1
28.0096953,-16.6455427,1
28.0122036,-16.6687202,1
28.0501834,-14.3522311,1
28.0526298,-16.717,1
28.0558529,-15.4467178,1
28.0583997,-16.68729122067589,1
28.0590002,-15.5475653,1
28.0601971,-16.7310532,1
28.06982325,-16.622017596187987,1
28.0722616,-16.6978426,1
28.0844978,-15.4382882,1
28.0910382,-17.1110077,1
28.1008499,-15.7023479,1
28.1087689,-16.592896304787235,1
28.1153584,-16.5518806,1
28.1184492,-15.5232237,1
28.1219416,-16.7241893,1
28.1288694,-15.4349015,4
28.1392772,-15.63257166316868,2
28.1442408,-15.6542506,3
28.212814,-14.0216858,1
28.2379511,-16.8408365,1
28.2935785,-16.621447121144122,2
28.2962965,-16.3744906,1
28.3150189,-16.4099501,1
28.35197555,-16.623953061265908,1
28.356273,-16.779809,1
28.3657515,-16.7427613,1
28.3680548,-16.7176389,1
28.3814745,-16.58385,1
28.3898829,-16.5235692,2
28.39405185,-13.859453171553705,1
28.4006219,-16.5470399,2
28.402878,-16.3317762,2
28.4075966,-108.2975476,1
28.41557475,-108.92544033455408,1
28.4159024,-16.5532956,2
28.4253094,-16.4917392,1
28.42840015289984,-16.30783173782787,1
28.4320782,91.8596905,1
28.4423275,-16.3150233,1
28.4467554,-16.2997811,1
28.4505127,-16.4523156,1
28.469648,-16.2540884,4
28.4798777,-16.4357489,1
28.4805316,-16.4137605,1
28.4857715,-16.3159422,5
28.4993424,-13.8599051,2
28.5115157,-16.1899821,1
28.5232609,-16.3407638,1
28.5421109,-81.3790304,1
28.575346,-17.79952342401537,1
28.61575515,-109.75170045897028,2
28.63049985,-17.788521569645063,1
28.6487751,-13.9225701,1
28.6552318,-17.85732234254766,2
28.6591727,-17.9034562,1
28.6592569,-17.9152016,1
28.6772904,-17.7658184,1
28.6818901,-17.7663354,2
28.7307235,-13.8651907,1
28.7388252,-13.938616,1
28.7810668,-17.793202882087616,1
28.8751829,-107.8649533,1
28.8879823,-96.0035095,1
28.89632,-106.9242288,1
28.9204443,-13.6506837,1
28.9572789,-13.6641578,2
28.9639681,-13.5499014,1
28.9735712,-13.527875,1
28.9871501,-13.6135428,1
28.9959062,-13.4971609,1
29.0113623,-13.536347,1
29.03970805,-13.636291608604138,1
29.0592518,-13.5602184,1
29.073846,-13.4792452,1
29.3989017,-13.5120241,1
29.4246002,-98.4951405,2
29.6602202,104.9192806,1
29.7949383,-99.8280905,1
29.8988618,-93.9288723,1
29.9870753,31.2118063,1
29.9873344,122.2030363,1
30.0338923,-115.1425107,1
30.2489634,120.2052342,1
30.3497724,35.37648463002928,1
30.4380832,-84.2809332,1
30.6943566,-88.0430541,1
31.0081659,-97.4314413,1
31.15305035,112.88064226239663,1
31.199004,29.894378,1
31.2322758,121.4692071,1
31.2407285,-86.5277351,1
31.3474682,-110.9285367,1
31.4188822,119.4789683,1
31.5313113,34.8667654,1
31.6506882,119.0262399,1
31.8122623,119.9691539,1
31.8228094,117.2218033,1
31.8366123,-106.6026977,1
31.9635712,34.8101149,1
32.0852997,34.7818064,1
32.30453525,-106.75868718164162,1
32.3933515,-112.90272302970295,1
32.5226066,-117.0226034,1
32.615903,-95.86638475,1
32.6496497,-16.9086783,2
32.6700921,-17.0650395,1
32.69900905,-97.60396629774492,1
32.7066301,35.3048161,2
32.722875,-16.7659069,1
32.7355816,-97.1071186,1
32.8831317,50.4399137,1
33.029324,-83.713453,1
33.2315594,50.3137726,1
33.4221491,49.1078563,1
33.4259859,43.2999218,1
33.4300814,-104.5058633,1
33.6346681,-117.6464749,2
33.7494951,-117.8732213,2
33.76605155,-117.92071432490116,1
34.0471735,-117.8963242650494,1
34.0536909,-118.242766,1
34.3425592,134.0465338,1
34.395342,-111.763275,1
34.4221319,-119.7026673,2
34.4952536,-102.2592314,1
34.5793131,-118.1171108,1
34.6240088,36.1848651,1
34.6401861,39.0494106,3
34.6852901,33.0332657,1
34.7487244,113.6191483,1
34.81024,132.851691,1
35.147361,138.948903,1
35.1803459,128.1079953,1
35.2272086,-80.8430827,1
35.2918698,-2.9409026,2
35.40515186167386,-80.66656335704954,1
35.6892523,51.3896004,1
35.8796024,-5.335055747715919,1
35.887175,14.517307,1
35.893533500000004,-106.28970107056452,1
35.89442195,-5.355817352394269,1
35.90503535,-79.04775326525107,1
36.0116126,-5.6065497,1
36.0127749,-5.6048873,2
36.093163,-5.770033,1
36.12771825,-5.44792095836862,1
36.1307228,-5.4681533,2
36.1311725,-5.4473991,2
36.1361147,-5.845594,2
36.140807,-5.3541295,1
36.141804,-5.6988895,1
36.1672559,-115.148516,2
36.1677899,-5.3482396,12
36.1752407,-5.4356606,5
36.1841077,-5.7560659,1
36.1853519,-5.4933701,2
36.1861183,-5.865112135846849,3
36.187343,-5.438197,1
36.1881365,-94.5404962,1
36.1916821,-5.4257625,2
36.2017656,-6.0358091,1
36.206331,-5.424116,2
36.2067242,-5.3423229784847575,1
36.214747,-5.432099,1
36.23685325,-6.062962399905727,1
36.2396697,-5.3218031,1
36.251937,-5.9670492,2
36.2770217,-6.0881491,3
36.2791991,-6.0841915,1
36.2820648,-5.2970604,4
36.2873465,-5.4166055,1
36.2932696,-5.2736631,2
36.2941991,-5.298294728662281,2
36.2944874,-6.092790754888084,2
36.2947996,-5.2760612,1
36.300318,-5.301881,4
36.305297,-5.292247,1
36.3371495,-6.086621,2
36.3411723,-5.320496,2
36.341383,-5.3090042,1
36.3437303,-5.2460377,1
36.3449297,-5.8137236,5
36.364519,6.60826,2
36.3660129,-5.2286023,3
36.367303,-5.227807,3
36.3710039,-5.8751184,1
36.3769979,-5.2489786,2
36.3838904,-5.2145081,1
36.4121444,-5.1815877,1
36.4191096,-6.1460683,7
36.4214942,-6.1393752,1
36.4215348,-6.1394109,3
36.4245653,-5.434031378708724,4
36.4268068,-5.1468484,3
36.4327335,-5.4527477,1
36.4433477,-5.2728863,2
36.4576714,-5.9272725,1
36.4607897,-5.0407478,1
36.4612159,-5.9304903,1
36.4615884,-5.0523707,3
36.4618805,-5.7238891,2
36.4643934,-6.198203,5
36.4719772,-6.196392,2
36.4841809,127.7132563,1
36.486635,-4.990532,7
36.4959194,-6.1303227,1
36.5010056,-4.7836134,2
36.50437375,-4.680776486498951,1
36.5059791,-4.9660031,2
36.5067048,-4.7232507,2
36.508976,-4.88562,5
36.5103798,-4.677537191787797,1
36.5192377,-5.3177544,1
36.5222736,-5.0441068,3
36.5229634,-5.864702,2
36.5286856,-6.1902161,5
36.5297438,-6.2928976,4
36.5355076,-4.8083809,2
36.5387779,-4.6233348,2
36.5443644,-4.639775023377935,2
36.5456361,-5.2359435,1
36.5486598,-4.624663322678775,1
36.5508289,-5.2756812,1
36.5537753,-4.6141038,1
36.5583975,-4.7179911,1
36.5640822,-4.6053164,1
36.5645156,-4.8565007,2
36.57033295,-6.180243685799059,2
36.58,-118.3,1
36.5819684,-4.9495445,1
36.5820314,-6.2222749,3
36.5931193,-4.5253759,9
36.594519,-4.572284,4
36.5957471,-4.6375188,5
36.5990832,-4.5350332,7
36.59916255,-4.538190536072636,1
36.601468,-6.2381494,9
36.6062584,-5.7997029,4
36.60727815,-4.504875996089373,2
36.60968875,-5.942506510010545,1
36.6170845,-5.3426714,1
36.6202815,-5.969953998985998,1
36.6228636,-6.3599595,2
36.6242841,-4.4995448,3
36.6300141,-4.8306127,1
36.63925965,-6.341351977616611,1
36.6421248,-4.6867447,5
36.64864115,-5.935144550692419,2
36.6493003,-5.9347444,1
36.6541349,-4.6740759,1
36.6561223,-4.834406,1
36.6566286,-5.6564009,1
36.6600506,-4.7565615,1
36.6603046,-4.56277,1
36.6627542,-4.562753,4
36.6687422,-4.5059992,1
36.6744117,-121.6550372,2
36.674979,-4.495675,2
36.6769347,-5.4457808,2
36.6816936,-6.1377402,6
36.68496494857825,-4.467502507041626,1
36.6874219,-4.9050917,1
36.690183450000006,-6.412429267823788,4
36.7006416,-5.421687,1
36.7008594,-2.8418645,2
36.7013089,-3.4177163,1
36.7017924,-3.485808,2
36.7022853,-3.4868527,1
36.7025885,-3.4415304,2
36.707867,-2.8074558,5
36.70812209449166,-4.463831515930158,1
36.7100716,-4.631539,4
36.7132809,-2.695255,1
36.7132853,-4.2701157,6
36.713582,-6.0714401,1
36.7138861,-6.0883489,3
36.7140494,-4.5249768,1
36.7162109,-4.2793767,6
36.7177927,-4.31494125277912,1
36.7180835,-4.2681243,1
36.7181256,-4.1954602,2
36.7181316,14.7692082,1
36.7183372,-4.3089321,4
36.7188117,-5.2533743,1
36.7210296,-2.1932327,1
36.7213028,-4.4216366,7
36.7213677,-6.1116698,1
36.7218578,-3.4622052,1
36.7224798,-3.3591422,2
36.7243919,-4.1236762,2
36.7244162,-3.5221361,1
36.7254279,-3.5304826,1
36.7272486,-4.1534794,1
36.7273635,-4.2234935,2
36.727762,-4.8579969,3
36.7307283,-3.9650488,3
36.7312833,-4.1294002,1
36.7314101,-2.8870654,3
36.7325716,-2.6315717,1
36.7328699,-3.68968,4
36.7338398,-4.6085595,1
36.733858,-4.6085688,2
36.7345524,-3.7379332,5
36.7346372,-4.9205956,1
36.734643,-4.5655322,1
36.7355451,-6.4348221,2
36.7364607,-4.6127054,4
36.7370799,-4.2450279,2
36.7382543,-4.4149838,2
36.7410359,-3.994949,2
36.7413845,-4.0946126,7
36.741786,-3.9505106,1
36.7421339,-5.1665916,2
36.7435918,-3.389634,1
36.7450888,-3.5207655,2
36.7458219,-4.0456448,1
36.7459774,-4.4690072,2
36.7463725,-3.587332,3
36.7466718,-4.0538159,2
36.7468565,-3.8790164,2
36.7477926,-3.2756261,1
36.7478974,-4.0567631,1
36.7486475,-5.8060466,2
36.748834,-3.0203617,1
36.7491562,-2.9105037,2
36.7497837,-4.0728322,5
36.7509204,-2.6708748,1
36.7522747,-2.6837945,2
36.7526735,-3.2365961,1
36.7532402,-4.7622465,1
36.7569593,-2.7507129,3
36.7576143,-2.9888575,1
36.7578449,-2.6562428,1
36.7583892,-5.366074,1
36.7586848,-2.9779095,2
36.7586855,-3.8432581,2
36.760744,-3.9523663,2
36.7618962,-2.110094,1
36.7630203,-2.6115886,3
36.7634383,127.8326655794058,1
36.7634575,-5.4653727,1
36.7636027,-3.3771648,1
36.7651731,-4.297405,1
36.766795,-4.707687,1
36.7674508,-4.7449885,1
36.7723279,-3.5647684,1
36.7732439,-4.0399307,1
36.7753425,-2.8168228,4
36.7753606,3.0601882,2
36.7761393,-6.3534794,5
36.7762195,-4.1849082,1
36.77926935,-6.355832930900169,4
36.780645,-2.7736816,5
36.7818354,-4.0988099,16
36.7852106,-4.8430732,2
36.7865608,-3.4044407,1
36.7867828,-3.6075296,1
36.7879415,-5.5572276,1
36.789244,-4.9476509,1
36.7909126,-3.8953919,2
36.7912509,-4.1616514,1
36.7913663,-3.2035944,2
36.7945519,-3.265358,1
36.7974469,-3.6679211,1
36.7982701,-4.012961,2
36.7991421,-5.1407457,1
36.7994012,-3.638604,2
36.8017538,-2.649673,2
36.8066332,-2.6216922,3
36.80761645,-2.630566500303241,1
36.808985,-4.2161584,1
36.8097935,-2.6000981,6
36.8124067,-2.5709688,11
36.8145004,-4.2348314,1
36.815373,-3.680964,3
36.8161944,-2.2246302,1
36.8214576,-2.8702064,4
36.8214866,-4.0059479,2
36.8238814,-4.7063011,3
36.8261541,-4.5406993,1
36.8279912,-5.1338232,1
36.8281395,-3.2110576,1
36.8316986,-2.6430297,4
36.832338,-3.5157759,2
36.8328154,-3.9746989,2
36.83290475,127.74348961882416,1
36.8340484,-2.6167364,1
36.8352646,-4.1935703,1
36.8383669,-2.3807779,2
36.8398593,-2.4491161,3
36.8405841,-5.3905374,1
36.8414197,-2.4628135,5
36.841441,-3.5842656,2
36.8414444,-2.4070041,4
36.842584,-2.3186661,1
36.8428832,-2.945818,2
36.8461773,-3.9878112,2
36.8497818,127.79098274263131,1
36.8509564,-5.6938649,1
36.8535743,-2.3541306,2
36.8539382,-4.8209062,1
36.8548333,-5.3218313,1
36.8570856,-2.3821783,1
36.8591822,-5.6434544,4
36.86213395,127.82183913644523,1
36.8621836,-5.1787,1
36.8637375,-3.0575117,2
36.86556715,127.73773306448936,1
36.86744265,-6.021791945366286,2
36.8687653,-4.1960008,1
36.8693301,-6.1767074,2
36.8716918,-5.8060565,1
36.8731665,-4.0821261,1
36.8769467,-2.6019386,1
36.8781793,-4.8468061,1
36.879693,-5.4047755,2
36.8802289,-2.0045257,2
36.8836087,-2.4398613,8
36.8849843,-2.1830654,1
36.8887282,-2.4251246,2
36.893528,-4.4287903,2
36.9004942,-3.4238759,2
36.90225185,-3.549782830390265,1
36.9025563,-4.1140053,1
36.905066,-5.17261,2
36.9053728,-4.3368078,2
36.9089221,-2.1765418,2
36.909012,-2.1735077,2
36.9129848,-3.5545946,2
36.9152823,-4.2934765,2
36.916512,-2.4402474,2
36.9181138,-3.4801561,1
36.9193102,-6.0764057,1
36.9193613,-3.4157776,1
36.9213346,-5.5420668,1
36.9251533,-2.460209,4
36.9276488,-3.5412186,1
36.9286023,-4.1908814,1
36.9286025,-3.6234882,1
36.9292872,-3.5825469,1
36.9311713,-4.682611,2
36.9318977,-4.5304501,2
36.934706,-5.2596629,2
36.9357485,-2.1336526,2
36.9378861,-3.2941218,2
36.9407609,-1.9332792,1
36.9423001,-3.3103162,1
36.9462307,-3.1802705,2
36.9488544,-3.3570047,2
36.9490364,-3.8228407,1
36.9515951,-5.0246722,1
36.9530744,-2.491623,3
36.9571281,-3.1361264,1
36.9572848,-4.1205346,2
36.9574546,-2.5667688,2
36.9577036,-3.8944117,1
36.9610885,-3.0546834,2
36.9677058,-2.6091422,1
36.971831,-5.4403189,1
36.972407,-5.2213568,1
36.9735191,-4.1416876,2
36.9743707,-3.1901718,2
36.974836,-2.9613342,1
36.9776619,-3.5387816,1
36.9801455,-2.8597547,1
36.9806706,-5.9406692,2
36.9850358,-2.8761744,1
36.9860068,-4.1278535,1
36.9865695,-2.6195624,2
36.9879333,-3.5663828,4
36.9909182,-3.5891426,1
36.9928976,-2.6595977,1
36.9939431,-2.8898117,2
36.9949542,-2.681227,1
36.9950734,-5.5713466,2
36.9961661,-3.0809964,1
36.9968699,-1.8946552,5
36.9978333,-2.7732375,1
36.998599,-4.3660482,2
36.9990019,-6.5478919,3
37.0002898,-3.0058073,1
37.0023983,-3.2665989,2
37.0024585,-5.0218486,1
37.0028286,-3.9891096,2
37.0030982,-3.071604,1
37.0041876,-3.0442791,1
37.0082612,-3.0143759,2
37.0104452,-2.7406217,2
37.0116847,-8.9365657,1
37.0162727,-7.9351771,1
37.0163821,-5.1488476,1
37.0174596,-7.973911065722614,1
37.0183652,-4.5596649,3
37.0222913,-3.6274938,1
37.0270369,-7.8411287,2
37.0283874,-4.337989,2
37.0306683,-3.8299953,1
37.0327593,-2.6209783,1
37.0363254,-4.411477,1
37.036552,-4.7284207,1
37.0470137,-4.8621698,2
37.0498879,-2.3913774,3
37.0551731,-7.7461861,2
37.0563239,-5.8317195,1
37.060659,-5.8031769,2
37.0621708,-3.7611555,1
37.068195,-3.820752,1
37.0698592,-5.0970989,2
37.0701896,-5.907562914073475,2
37.0712719,-8.1022591,1
37.0737362,-3.6010019,2
37.0818338,-8.2947691,1
37.0822613,-5.6330697,2
37.0840107,-6.1250061,1
37.0870572,-8.0298056,1
37.0942895,-3.6345792,1
37.0949676,-4.3909774,1
37.098183,-2.1239548,1
37.0992114,-4.9830713,2
37.0992727,-4.2564974,1
37.1013303,-3.7228558,1
37.1034062,-8.3623645,1
37.104497,-3.6057759,3
37.1078115,-3.6456986,5
37.1078449,-4.963621,2
